ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members
Sg_B07_45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa	69.90391278302754	88.38	4.99	92.68	6452662	4993	1
Sg_B07_50	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp900548625	92.30731591895515	93.29	0.67	0	2036632	54279	2
Sg_B07_53	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis	101.95513716791795	99.26	0	0	5001919	245626	2
Sg_B07_61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Baileyella	s__Baileyella intestinalis	101.02108005069144	98.58	0	0	2020622	76236	2
Sg_B07_62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides gordonii	96.47498829742544	98.11	0.97	75	6340666	94401	2
Sg_B07_67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA5884	s__UBA5884 sp900551505	66.01810856710988	74.69	2.07	0	1466152	2271	1
Sg_B07_73	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Glutamicibacter	s__Glutamicibacter nicotianae	42.23954067821988	56.9	3.56	41.67	2137439	2052	1
Sg_B08_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__	97.46606109191423	95.16	0.05	0	2212868	129456	2
Sg_B08_3	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp934162325	89.59872377416349	92.7	1.12	0	1331651	99414	2
Sg_B08_36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides cellulosilyticus	97.2137313616201	98.24	0.74	0	6775413	222568	2
Sg_B08_67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-314	g__CAG-314	s__CAG-314 sp000437915	93.23710270697687	90.73	0	0	1470573	103325	2
Sg_B08_7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1591	s__	10.208904803268243	53.55	9.17	9.52	1617717	1870	1
Sg_B12_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oliverpabstia	s__Oliverpabstia sp000432335	81.49674372907359	93.55	2.85	0	2452774	24745	1
Sg_B12_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter mayombei_A	78.46917583287257	75.86	0	0	2728725	165330	1
Sg_B12_4	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	100.20164395988331	99.99	0.57	100	2420292	96225	1
Sg_B13_16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes caccae	83.3109311333758	99.33	4.03	30	3111599	698011	1
Sg_B13_26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium sp018380115	92.11891491350605	96.6	1.36	0	2670543	43434	1
Sg_B13_4	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__Eggerthella sinensis	98.62287892866459	100	0.81	0	4117023	221696	1
Sg_B14_1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense	88.86960716523066	98.36	2.51	25	3642927	73150	2
Sg_B14_13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola massiliensis	96.61053638618664	95.19	0.19	0	3722225	55090	2
Sg_B14_33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella sp905203555	82.60001739558473	87.92	1.75	66.67	2491081	33619	1
Sg_B14_7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900540785	99.36376398488623	96.84	0	0	2950059	111565	1
Sg_B15_22	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__	96.39013509410671	98.98	1.03	16.67	2138686	59823	2
Sg_B15_23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides xylanisolvens	90.63017940028084	94.77	1.46	64.29	5356486	27739	2
Sg_B15_25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__KLE1615	s__KLE1615 sp900066985	90.31620053658102	95.89	1.58	0	3539009	44916	2
Sg_B15_35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hansenii	101.89122329930709	99.36	0	0	2488040	115464	1
Sg_B15_41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium paraputrificum	100.18561961798694	97.86	0	0	3646839	44796	2
Sg_B15_47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS263	s__UMGS263 sp900540535	100.59543069149258	97.99	0	0	2413730	162503	1
Sg_B15_49	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Enterorhabdus	s__	85.58779784839425	92	1.84	45.45	2199951	7999	1
Sg_B15_52	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia ramosa	102.55827730801576	100	0	0	3473652	130784	2
Sg_B15_63	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Feifaniaceae	g__CAJFTX01	s__	56.09162605008584	59.48	1.01	0	1355087	2105	1
Sg_B19_13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900766315	67.91137678246669	68.97	0.86	100	3334889	57910	2
Sg_B19_16	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Senegalimassilia	s__Senegalimassilia faecalis	95.86015086339695	94.54	0.18	100	2176392	12031	1
Sg_B19_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__Wujia chipingensis	101.2896571462308	98.66	0	0	2584031	181683	2
Sg_B19_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900544475	54.194004149955205	53.65	0.34	100	978012	6427	1
Sg_B19_30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	101.79105740355335	99.28	0	0	2633957	105224	2
Sg_B19_40	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	96.24417960677391	98.13	0.81	0	2194082	21299	2
Sg_B19_48	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp001916075	94.6016255048013	96.47	0.97	50	2642893	98458	1
Sg_B19_58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia sp004556345	97.11286965964123	97.99	0.67	0	2394169	88255	2
Sg_B19_6	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Macrococcus_B	s__Macrococcus_B caseolyticus	87.39710926555952	94.55	1.87	6.25	2022986	14470	1
Sg_B22_18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__JALEJU01	s__	53.59124123737558	60.76	1.77	0	1566737	2304	1
Sg_B23_11	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus pentosus	74.55705727625902	88.27	3.66	72.73	2636919	7084	1
Sg_B23_18	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Levilactobacillus	s__Levilactobacillus brevis	34.77164307304172	54.75	4.32	0	1486530	1751	1
Sg_B23_28	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Necropsobacter	s__Necropsobacter rosorum	90.60317529089701	98.45	2.14	33.33	2435227	19047	1
Sg_B23_35	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus formosensis	94.18698340295894	99.62	1.63	6.67	2092559	164636	1
Sg_B23_42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q fessum	101.91294484194846	99.37	0	0	2874451	121868	2
Sg_B24_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A sp900539755	100.26148261333313	100	0.48	0	2416937	210361	2
Sg_B24_36	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp902836505	78.81077391655562	87.8	2.45	43.75	1722587	23867	1
Sg_B24_48	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Alcaligenes	s__Alcaligenes faecalis	102.61235099449254	99.89	0	0	3969174	278421	1
Sg_B24_67	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Alcaligenes	s__	89.76464916183559	96.76	2.12	72.73	3698544	13352	1
Sg_B24_71	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Alangreenwoodia	s__Alangreenwoodia sp019420525	99.6557632007044	97.87	0.09	0	2092508	29616	2
Sg_B25_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter sp900539645	102.39847093552824	100	0	0	2467010	62653	1
Sg_B25_12	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia intestinigallinarum	90.42471056836816	99.34	2.37	20	3672005	83449	1
Sg_B25_38	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus mirabilis	52.13742966789793	68.59	3.71	10	3756881	2837	1
Sg_B25_8	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella cibaria	93.56664687254955	96.4	1.12	33.33	2312967	61193	1
Sg_B26_24	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B faecium	101.87328765987706	99.63	0.05	100	2469158	77015	1
Sg_B26_35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Ventricola	s__Ventricola sp900542395	99.46178206961928	97.18	0	0	2684744	36607	2
Sg_B26_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia sp900542495	98.66275928144225	96.14	0	0	2878893	111050	2
Sg_B26_39	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Scybalousia	s__Scybalousia sp900542735	96.19089478328856	93.82	0	0	1318629	55181	1
Sg_B26_4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp000434635	101.50674152900787	99.11	0	0	2740987	62156	1
Sg_B27_11	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia mucilaginosa	55.61780391535181	80.93	5.82	35.71	1728989	2624	1
Sg_B27_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__	53.75879601612698	63.31	2.45	40	2298172	2739	1
Sg_B27_18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium cuniculi	88.43964274626171	99.17	2.69	16.67	3857850	34869	1
Sg_B27_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Intestinibacter	s__Intestinibacter bartlettii	99.99570006721585	97.18	0	0	2912300	427957	2
Sg_B27_9	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Haemophilus_D	s__Haemophilus_D sp019423025	61.88481087501581	79.25	4.6	82.86	1492592	4431	1
Sg_C02_13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas intestinalis	95.31227457538894	97.37	0.88	0	2787586	48367	1
Sg_C02_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes sp900066705	70.9291286525568	89.72	4.47	33.33	2412589	13758	1
Sg_C02_30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_J	95.34107658757624	94.37	0.34	100	1951863	45936	2
Sg_C02_31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides timonensis	87.9498521345122	92.16	1.28	0	5389648	23972	1
Sg_C02_33	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp001941065	94.24827974758979	96.39	0.96	0	3595362	207281	1
Sg_C03_36	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei_A	101.57262368058922	99.93	0.2	66.67	4549141	104368	1
Sg_C03_44	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio legallii	101.55911391157586	99.41	0.02	0	2561899	31494	1
Sg_C04_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__CAG-274 sp000432155	98.00312102917259	98.66	0.67	0	2258383	243356	1
Sg_C04_18	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sobrinus	100.35570130428471	97.94	0	0	2101581	67827	1
Sg_C04_25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_A	s__Coprococcus_A catus_A	97.83707662017284	98.66	0.67	0	2789549	113280	2
Sg_C04_30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Porcincola	s__	68.83896643279608	71.39	0.95	50	1604803	2805	1
Sg_C04_33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp000432375	95.9036823618586	93.29	0	0	2088107	168797	2
Sg_C04_49	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Tractidigestivibacter	s__Tractidigestivibacter sp000752675	102.67910738121351	100	0	0	2354344	228147	2
Sg_C04_50	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Hornefia	s__Hornefia porci	100.13486139371084	97.52	0	0	2495079	169716	1
Sg_C04_59	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__RUG100	s__	90.84461849189928	92.2	0.71	0	1536953	24504	1
Sg_C11_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__Butyrivibrio_A sp000431815	54.594061442451064	64.39	2.46	33.33	1369309	2335	1
Sg_C11_3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__Sutterella sp905206365	90.07711495142584	92.06	0.78	0	2049811	6827	1
Sg_C11_31	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella sp900757715	92.58313907680338	97.57	1.57	40	1975150	29531	2
Sg_C14_34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger qucibialis	100.59133312318156	99.32	0.17	12.5	2480294	15855	2
Sg_CA11_11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Zhenpiania	s__	101.21897642351941	98.58	0	0	4022431	189650	1
Sg_CA11_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900625105	76.19669606872449	83.7	1.9	0	1970046	9849	1
Sg_CA11_26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGZHZ01	s__JAGZHZ01 sp018366495	101.8819817553316	99.35	0	0	2605665	115868	1
Sg_CA11_27	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Kocuria	s__	75.661883000067	74.95	0.22	0	2259791	4205	1
Sg_CA11_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium duncaniae	101.92686908429536	99.32	0	0	2591360	163583	2
Sg_CA11_31	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Ruoffia	s__	69.72491622370178	71.58	0.84	22.22	2180542	20727	1
Sg_CA11_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catenibacillus	s__Catenibacillus sp900553975	62.45723266676009	70.68	2.01	0	2205112	4513	1
Sg_CA11_4	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Atopostipes	s__	73.05711367387812	87.5	3.4	12.5	1762510	18375	1
Sg_CA11_41	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Ruoffia	s__	86.82676095047266	98.36	3.01	33.33	2056570	106428	1
Sg_CA11_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii_B	99.34528210478952	100	0.67	0	2084498	245790	2
Sg_CA11_47	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_I	s__Enterococcus_I lemanii	83.62885783384958	88.85	1.55	33.33	2135905	10580	1
Sg_CA11_52	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp001556435	100.92964000280821	99.83	0.36	66.67	2077600	208572	3
Sg_CA11_62	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Oligella	s__Oligella sp012511555	101.92357346468395	99.36	0	0	2581193	134013	1
Sg_CA13_14	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__UBA1784	s__	56.55911290380226	70.04	3.04	0	2133397	2743	1
Sg_CA13_21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__Onthomonas sp900752305	97.38293690698843	98.32	0.67	0	2124226	66969	1
Sg_CA13_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__UMGS973	s__UMGS973 sp900547295	96.2113496063151	95.39	0.35	100	2572676	27714	1
Sg_CA13_29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__SFMI01	s__SFMI01 sp004556155	93.44518486156052	96.37	1.08	0	2401694	89201	2
Sg_CA13_33	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-884	s__CAG-884 sp000433875	73.06410224837578	82.42	2.3	0	1148467	19418	1
Sg_CA13_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS363	s__UMGS363 sp900543105	100.37352595996076	97.99	0	0	2451252	58486	2
Sg_CA13_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UMGS775	s__UMGS775 sp944372565	86.69394480499885	94.35	1.93	0	1620179	9725	2
Sg_CA13_46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-448	s__CAG-448 sp003150135	90.20687896827481	89.73	0.34	100	1951786	4718	2
Sg_CA13_49	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UBA1206	s__UBA1206 sp000433115	94.37849939887006	92.98	0.17	0	1900678	31405	1
Sg_CA13_50	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-1193	s__CAG-1193 sp900550145	92.99840831902209	90.67	0	0	1288159	45375	1
Sg_CA13_61	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D berlinense	99.96551233436657	97.55	0	0	2337817	67768	1
Sg_CA13_62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__RQCD01	s__RQCD01 sp008668455	67.47735484647761	73.62	1.56	0	1369530	2064	1
Sg_CA13_71	d__Bacteria	p__Bacillota	c__Bacilli	o__ML615J-28	f__CAG-313	g__CAG-313	s__CAG-313 sp003539625	101.92933449014004	100	0.11	0	1463793	90922	1
Sg_CA13_76	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	41.23245927117568	61.52	4.51	12.5	1754034	2497	1
Sg_CA13_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900540775	96.9655366938128	97.05	0.52	33.33	2655669	48355	2
Sg_CA25_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp003538135	99.94613854375069	97.27	0	0	2271931	225049	2
Sg_CA25_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-272	s__CAG-272 sp000433515	88.20702923725919	91.12	1.03	33.33	2488923	6130	1
Sg_CA25_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	97.3824148579241	99.36	0.9	0	7068115	110874	2
Sg_CA25_44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas parva	52.21640591310605	52.61	0.41	0	671571	2055	1
Sg_CA40A_18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA7597	s__UBA7597 sp900542935	95.96648425532436	93.55	0	0	1815617	68072	2
Sg_CA40A_2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	83.69796944146421	89.13	1.64	33.33	2292607	27715	1
Sg_CA40A_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841 sp900544285	94.60552020286605	92	0	0	1962308	162570	2
Sg_CA40A_55	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__SFEL01	s__SFEL01 sp004557245	96.17384502685205	99.19	1.08	0	1733875	58572	2
Sg_CA40A_9	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-710	s__CAG-710 sp000432595	80.26831805412293	83.99	1.12	0	970036	5710	2
Sg_CA9_1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium limosum	101.93150184609405	99.3	0	0	4355744	183233	1
Sg_CA9_20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum soehngenii	95.64762260090932	100	1.34	0	3274897	49573	2
Sg_CA9_22	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAAEEV01	s__	102.14731912232656	100	0.07	0	2151223	98773	1
Sg_CA9_26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900547475	54.46523985902368	54.15	0.46	66.67	2061936	41411	1
Sg_CA9_28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Pullichristensenella	s__	67.37463641354886	80.66	3.1	12.5	2106571	4511	1
