"Genome"	"rRNA_5S"	"rRNA_16S"	"rRNA_23S"	"tRNA"	"pass_GUNC"	"Completeness"	"Contamination"	"Heterogeneity"	"Contigs"	"N50"	"GC_content"	"Size"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Score"
"Gp_NX2_372"	0	0	0	20	"True"	92.47	1.02	100	63	72697	56.6	2909995	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Akkermansiaceae"	"g__Akkermansia"	"s__Akkermansia sp020860705"	87.37
"Gp_NX2_373"	0	0	0	11	"True"	78.01	1.4	50	360	6435	57.6	1820560	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Ventrousia"	"s__"	71.01
"Gp_NX2_374"	0	0	0	8	"True"	77.7	2.99	70	532	3906	60.2	1882707	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes finegoldii"	62.75
"Gp_NX2_375"	1	0	0	14	"True"	81.88	1.96	80	702	5577	58.4	2814173	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Caccousia"	"s__Caccousia sp900752115"	72.08
"Gp_NX2_376"	3	0	0	17	"True"	94.13	2.01	60	185	15275	59.9	1934669	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-170"	"s__CAG-170 sp900548625"	84.08
"Gp_NX2_377"	1	0	0	17	"True"	87.94	2.14	44.44	432	5825	49.9	2070591	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes_A"	"s__Alistipes_A merdigallinarum"	77.24
"Gp_NX2_378"	2	0	0	16	"True"	89.93	9.7	88	412	5828	47.5	2034741	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA737"	"s__UBA737 sp900549055"	41.43
"Gp_NX2_379"	0	0	0	19	"True"	95.9	2.69	50	186	18539	63.7	2214604	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Pullichristensenella"	"s__"	82.45
"Gp_NX2_38"	0	1	0	20	"True"	95.49	0.62	100	236	17093	56.4	2751461	"d__Bacteria"	"p__Desulfobacterota"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__CALUUT01"	"s__"	92.39
"Gp_NX2_380"	0	0	0	5	"True"	79	0	0	336	5318	54.8	1522537	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__UBA1381"	"f__UBA1381"	"g__HGM11525"	"s__HGM11525 sp900770405"	79
"Gp_NX2_381"	4	0	0	21	"False"	96.27	3.54	60	343	10951	45.1	2674774	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Negativibacillus"	"s__Negativibacillus massiliensis"	78.57
"Gp_NX2_382"	0	0	0	22	"True"	97.96	1.35	25	167	20271	59.5	2257097	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruthenibacterium"	"s__Ruthenibacterium merdipullorum"	91.21
"Gp_NX2_383"	0	1	0	21	"True"	94.89	2.04	50	556	5418	63.4	2557806	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Excrementavichristensenella"	"s__Excrementavichristensenella intestinipullorum"	84.69
"Gp_NX2_384"	1	0	0	19	"True"	84.9	0.02	100	57	43018	57.5	1873257	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Limivicinus"	"s__Limivicinus sp900547315"	84.8
"Gp_NX2_385"	0	0	0	11	"True"	78.63	2.29	80	555	3442	56.8	1763715	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger qucibialis"	67.18
"Gp_NX2_386"	2	0	1	18	"False"	76.52	7.02	82.35	979	1885	38.4	1790107	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Eubacterium_R"	"s__Eubacterium_R sp000436835"	41.42
"Gp_NX2_387"	3	6	9	18	"False"	53.62	0	0	1339	2940	47.8	3406819	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides merdae"	53.62
"Gp_NX2_388"	0	0	0	9	"True"	59.89	2.12	83.33	533	2671	65.6	1269437	"d__Bacteria"	"p__Desulfobacterota"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Desulfovibrio"	"s__Desulfovibrio sp900556755"	49.29
"Gp_NX2_39"	1	0	0	18	"True"	95.31	0.35	100	95	34891	50.3	1965816	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Acidaminococcales"	"f__Acidaminococcaceae"	"g__Acidaminococcus"	"s__Acidaminococcus intestini"	93.56
"Gp_NX2_390"	1	0	0	9	"False"	62.11	7.94	75	1137	1434	61.3	1672629	"d__Bacteria"	"p__Synergistota"	"c__Synergistia"	"o__Synergistales"	"f__Synergistaceae"	"g__Caccocola"	"s__"	22.41
"Gp_NX2_391"	1	0	1	20	"True"	92.01	4.42	80	614	4831	50.7	2298466	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Limisoma"	"s__Limisoma sp000437795"	69.91
"Gp_NX2_392"	4	0	0	22	"False"	98.68	1.26	0	89	78612	51.4	2621847	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__JAJPXC01"	"s__"	92.38
"Gp_NX2_393"	0	0	0	7	"True"	54.73	2.41	60	748	1878	59.4	1386084	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-170"	"s__CAG-170 sp000432135"	42.68
"Gp_NX2_394"	3	0	0	13	"False"	61.04	6.96	76.92	1145	2021	46.2	2198153	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__"	26.24
"Gp_NX2_398"	1	0	0	10	"True"	68.64	5.26	100	799	1724	52.4	1380497	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-177"	"s__CAG-177 sp002451755"	42.34
"Gp_NX2_399"	3	5	2	22	"False"	80.79	6.6	40.48	1499	2496	45.5	3407966	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides distasonis"	47.79
"Gp_NX2_4"	0	0	0	14	"True"	85.2	1.18	25	333	14934	48.4	3690151	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Clostridium_Q"	"s__Clostridium_Q symbiosum"	79.3
"Gp_NX2_40"	2	0	0	17	"True"	73.1	1.57	83.33	163	23108	51.4	2425177	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella lascolaii"	65.25
"Gp_NX2_400"	1	0	0	10	"False"	60.41	1.63	50	579	1872	60.1	1047152	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__ER4"	"s__ER4 sp000765235"	52.26
"Gp_NX2_401"	1	1	2	16	"True"	62.53	7.28	54.55	796	1762	53.9	1382527	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-138"	"g__SFEL01"	"s__SFEL01 sp004557245"	26.13
"Gp_NX2_402"	3	0	0	19	"False"	81.16	7.54	73.68	935	2779	58.5	2271844	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Angelakisella"	"s__Angelakisella sp004557855"	43.46
"Gp_NX2_403"	0	0	0	9	"True"	51.26	3.46	100	521	1900	61.1	937721	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium duncaniae"	33.96
"Gp_NX2_408"	0	0	3	22	"False"	88.71	6.51	41.67	939	5091	46.6	3197807	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter sp900543445"	56.16
"Gp_NX2_409"	0	0	0	8	"True"	62.44	7.76	0	982	2524	63	2137567	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Heteroruminococcus"	"s__"	23.64
"Gp_NX2_41"	2	0	0	21	"True"	85.31	0.35	0	54	89477	51.4	1586758	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-138"	"g__SFDB01"	"s__SFDB01 sp004558825"	83.56
"Gp_NX2_410"	0	0	0	16	"False"	61.99	2.59	50	952	4602	60.5	3283692	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes sp001941065"	49.04
"Gp_NX2_411"	0	0	0	13	"True"	62.82	4.53	90.91	627	2196	62.1	1296150	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp934591815"	40.17
"Gp_NX2_413"	1	0	0	11	"True"	76.76	8.5	84	868	1749	54.8	1503246	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-217"	"s__CAG-217 sp000436335"	34.26
"Gp_NX2_414"	1	0	0	13	"True"	56.59	9	100	1003	1437	59.4	1471183	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii"	11.59
"Gp_NX2_415"	0	1	0	17	"False"	58.8	4.51	95	668	3155	52.1	1775568	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Alloprevotella"	"s__Alloprevotella timonensis"	36.25
"Gp_NX2_416"	0	0	0	8	"False"	50.16	6.03	25	592	2866	66.3	1466055	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Pullichristensenella"	"s__Pullichristensenella sp019409045"	20.01
"Gp_NX2_417"	0	0	0	12	"True"	54.02	2.7	75	786	1455	60.5	1157653	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium longum"	40.52
"Gp_NX2_418"	1	1	2	17	"True"	68.21	7.89	20	631	6910	41.2	2695329	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp003471165"	28.76
"Gp_NX2_42"	2	0	0	21	"True"	96.15	0.63	66.67	32	99469	60.4	2063728	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes sp902363575"	93
"Gp_NX2_420"	2	1	0	18	"True"	63.88	8.39	85	1355	1634	58.5	2243640	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__UBA11524"	"s__UBA11524 sp000437595"	21.93
"Gp_NX2_421"	2	0	0	13	"True"	79.95	3.43	77.78	794	2494	59.6	1767597	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger sp900539695"	62.8
"Gp_NX2_424"	3	1	0	16	"True"	52.09	3.06	83.33	662	1712	57.8	1111951	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Angelakisella"	"s__Angelakisella sp900547385"	36.79
"Gp_NX2_425"	1	0	0	16	"True"	86.24	1.56	66.67	711	7918	43.4	3757226	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides fragilis"	78.44
"Gp_NX2_426"	0	0	0	22	"False"	96.82	3.85	0	221	250650	58.5	3137732	"d__Bacteria"	"p__Pseudomonadota"	"c__Alphaproteobacteria"	"o__Rhodobacterales"	"f__Rhodobacteraceae"	"g__Paracoccus"	"s__"	77.57
"Gp_NX2_427"	0	0	0	18	"True"	70.16	8.26	61.11	723	2014	61.4	1379166	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp000435555"	28.86
"Gp_NX2_43"	3	0	0	19	"True"	82.37	2.63	42.86	204	11579	62.9	1924911	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Evtepia"	"s__Evtepia sp934597725"	69.22
"Gp_NX2_44"	0	0	0	15	"True"	81.22	1.9	83.33	232	9384	62.3	1587860	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp003487665"	71.72
"Gp_NX2_45"	0	0	0	17	"True"	69.95	1.75	100	639	9662	50.3	4552409	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster bolteae"	61.2
"Gp_NX2_46"	3	0	0	5	"True"	57.76	0	0	312	5642	58.3	1473067	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA1417"	"s__UBA1417 sp019422905"	57.76
"Gp_NX2_47"	3	0	0	23	"False"	99.37	1.77	40	218	28701	31.5	2464056	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Selenomonadales"	"f__Selenomonadaceae"	"g__Megamonas"	"s__Megamonas funiformis"	90.52
"Gp_NX2_48"	0	0	0	13	"True"	89.18	1.79	71.43	655	4222	61.1	2199907	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes shahii"	80.23
"Gp_NX2_49"	0	0	0	11	"True"	81.9	3.49	50	483	4320	60	1878843	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__RUG11247"	"s__RUG11247 sp902767315"	64.45
"Gp_NX2_5"	0	1	0	20	"True"	78.76	3.15	80	398	5130	63.4	1648370	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium bifidum"	63.01
"Gp_NX2_50"	0	0	0	12	"True"	73.48	0.06	0	360	4921	53.7	1504250	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Veillonellales"	"f__Dialisteraceae"	"g__Dialister"	"s__Dialister sp900543165"	73.18
"Gp_NX2_51"	3	0	0	19	"True"	88.89	6.13	84.62	645	4110	60.9	2108233	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_E"	58.24
"Gp_NX2_52"	1	0	0	15	"True"	92.87	5.54	90	390	7319	62.4	2184124	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Dysosmobacter"	"s__Dysosmobacter welbionis"	65.17
"Gp_NX2_53"	0	0	0	13	"True"	82.76	2.48	100	338	5736	54.1	1627617	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__UMGS1312"	"s__UMGS1312 sp900550625"	70.36
"Gp_NX2_54"	5	4	8	21	"False"	87.47	6.46	50	1123	2948	45.7	2871259	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Wujia"	"s__Wujia chipingensis"	55.17
"Gp_NX2_55"	2	0	0	15	"True"	94.82	5.06	61.54	220	17052	59.4	2223955	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Evtepia"	"s__Evtepia gabavorous"	69.52
"Gp_NX2_56"	0	0	0	9	"True"	62.4	3.63	80	285	4018	58.3	1059692	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Slackia_A"	"s__Slackia_A piriformis"	44.25
"Gp_NX2_57"	4	1	0	23	"True"	99.17	2.42	50	196	20486	66.4	2742446	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__UBA1750"	"g__Spyradocola"	"s__Spyradocola merdavium"	87.07
"Gp_NX2_58"	0	0	0	10	"True"	52.49	1.61	87.5	404	3662	42.4	1362571	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia inulinivorans"	44.44
"Gp_NX2_59"	1	0	0	19	"True"	95.75	1.86	14.29	197	16406	57.2	2274576	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Faecousia"	"s__Faecousia sp900540635"	86.45
"Gp_NX2_6"	0	0	0	8	"True"	76.27	0.71	50	360	4889	52.6	1506181	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__CAG-238"	"s__CAG-238 sp900542245"	72.72
"Gp_NX2_60"	0	0	0	13	"True"	88.39	4.8	70	302	10006	42.2	2238793	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A obeum"	64.39
"Gp_NX2_61"	3	0	0	18	"True"	90.46	4.96	90	201	9566	60.7	1417886	"d__Archaea"	"p__Thermoplasmatota"	"c__Thermoplasmata"	"o__Methanomassiliicoccales"	"f__Methanomethylophilaceae"	"g__UBA71"	"s__UBA71 sp006954425"	65.66
"Gp_NX2_62"	1	0	0	21	"True"	91.01	3.11	62.5	250	12830	63.3	2124930	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae_A"	"g__Sutterella"	"s__Sutterella wadsworthensis_A"	75.46
"Gp_NX2_63"	0	0	0	20	"True"	83.68	4.35	25	128	22271	67.8	1874201	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Enorma"	"s__Enorma burkinafasonensis"	61.93
"Gp_NX2_64"	0	0	0	9	"False"	73.56	2.93	28.57	125	16513	39	1433915	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Lactococcus"	"s__Lactococcus petauri"	58.91
"Gp_NX2_65"	0	0	0	18	"True"	92.64	0.57	100	80	43094	51.9	2144606	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__CAG-873"	"s__CAG-873 sp001701165"	89.79
"Gp_NX2_66"	0	0	0	18	"True"	92.86	0.95	0	141	25392	47.8	2292958	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae_C"	"g__Paenalcaligenes"	"s__"	88.11
"Gp_NX2_67"	0	0	0	9	"True"	78.61	3.84	7.69	327	4532	34.6	1281265	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lactobacillus"	"s__Lactobacillus paragasseri"	59.41
"Gp_NX2_68"	0	1	0	16	"True"	90.94	1.79	100	369	8347	45	2264326	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminiclostridium_E"	"s__Ruminiclostridium_E siraeum"	81.99
"Gp_NX2_69"	1	0	0	13	"True"	74.04	3.97	77.78	512	3947	56.9	1812673	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Pseudobutyricicoccus"	"s__Pseudobutyricicoccus sp003477405"	54.19
"Gp_NX2_7"	3	0	0	21	"True"	82.86	6.05	75	256	7471	62.4	1517523	"d__Archaea"	"p__Thermoplasmatota"	"c__Thermoplasmata"	"o__Methanomassiliicoccales"	"f__Methanomethylophilaceae"	"g__UBA71"	"s__UBA71 sp944320495"	52.61
"Gp_NX2_70"	3	1	1	21	"False"	91.56	8.32	71.79	1677	4286	44.4	5457146	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides goldsteinii"	49.96
"Gp_NX2_71"	1	0	0	17	"True"	70.73	2.52	100	177	13401	53.8	1643034	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_C"	"s__Ruminococcus_C sp000980705"	58.13
"Gp_NX2_72"	3	0	0	20	"False"	80.76	2.14	80	245	14662	59.4	1707923	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Agathobaculum"	"s__Agathobaculum sp003481705"	70.06
"Gp_NX2_73"	1	0	0	15	"True"	71.48	8.19	78.95	740	2602	61.1	1718106	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium sp900539945"	30.53
"Gp_NX2_74"	0	0	0	20	"True"	94.85	0.45	100	193	18757	58.9	2431778	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__QAMX01"	"g__QAMX01"	"s__QAMX01 sp003149835"	92.6
"Gp_NX2_75"	1	0	0	13	"True"	67.29	1.99	100	479	3454	54.2	1487534	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA1417"	"s__UBA1417 sp003531055"	57.34
"Gp_NX2_76"	3	0	0	22	"True"	80.86	9.48	83.33	248	47791	44.2	6623360	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides gordonii"	33.46
"Gp_NX2_77"	0	0	0	10	"True"	54.33	0	0	325	6910	50.5	1798335	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Choladousia"	"s__Choladousia sp902363135"	54.33
"Gp_NX2_78"	1	1	1	22	"True"	91.7	0.7	0	30	87995	47.4	1571769	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-917"	"g__CAG-349"	"s__CAG-349 sp003539515"	88.2
"Gp_NX2_79"	1	0	0	20	"True"	84.53	3.22	71.43	519	8069	42.3	3472787	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides caccae"	68.43
"Gp_NX2_8"	0	0	0	15	"True"	77.48	1.28	50	381	8973	61.3	2472537	"d__Bacteria"	"p__Desulfobacterota"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Mailhella"	"s__Mailhella excrementigallinarum"	71.08
"Gp_NX2_80"	0	0	0	22	"True"	98.36	4.91	80.77	347	11253	60.6	2312285	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium longum"	73.81
"Gp_NX2_81"	2	0	0	14	"True"	88	3.36	66.67	290	8159	60.6	1793774	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-170"	"s__CAG-170 sp900553545"	71.2
"Gp_NX2_82"	0	0	0	18	"True"	84.84	5.12	30	307	12834	45.2	2642004	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Oliverpabstia"	"s__Oliverpabstia intestinalis"	59.24
"Gp_NX2_83"	2	0	0	19	"True"	56.9	2.59	100	339	17123	41.8	4011236	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides zhangwenhongii"	43.95
"Gp_NX2_84"	0	0	0	11	"False"	67.63	4.77	100	437	3491	63.6	1404971	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Senegalimassilia"	"s__Senegalimassilia anaerobia"	43.78
"Gp_NX2_85"	1	0	0	19	"True"	89.77	4.31	90	418	6831	52.5	1945070	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-177"	"s__CAG-177 sp003538135"	68.22
"Gp_NX2_86"	1	1	0	18	"True"	76.95	0	0	45	48983	50	1330141	"d__Bacteria"	"p__Synergistota"	"c__Synergistia"	"o__Synergistales"	"f__Synergistaceae"	"g__Caccocola"	"s__"	76.95
"Gp_NX2_87"	0	0	0	15	"True"	54.98	2.26	85.71	371	2788	61.5	1008417	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas coprocola"	43.68
"Gp_NX2_88"	4	0	0	22	"True"	84.57	5.11	28.57	86	26687	61.3	1499783	"d__Archaea"	"p__Thermoplasmatota"	"c__Thermoplasmata"	"o__Methanomassiliicoccales"	"f__Methanomethylophilaceae"	"g__UBA71"	"s__UBA71 sp944320485"	59.02
"Gp_NX2_89"	0	0	0	15	"True"	79.36	2.4	0	402	6225	64.3	1970430	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__UBA1750"	"g__CALWRM01"	"s__CALWRM01 sp944383925"	67.36
